date,bc_market_price,bc_hash_rate,bc_difficulty,bc_n_transactions,bc_n_unique_addresses,bc_total_bitcoins,bc_market_cap,bc_miners_revenue,bc_transaction_fees,bc_mempool_size,cm_adractcnt,cm_txcnt,cm_txtfrvaladjusd,cm_txtfrvalmeanusd,cm_hashrate,cm_isstotusd,cm_feetotusd,cm_diffmean
2025-08-18 02:45:00,117455.5,990876110.8821313,129435235580344.47,478104.0,506163.0,19907678.125,2354879245406.25,57700190.9822444,3.3925466499999994,286903.0,701698,482626,16609148238.59134733491711474,29842.093786951925099081370353282,990876106.764203079417429709349973571392,55975590.05403220625,400003.44963219824930441,129435235580344.8
2025-08-19 00:00:00,116251.12,862190901.6766596,129435235580344.53,412417.0,508055.0,19907678.125,2354879245406.25,49935656.50295718,3.27074018,286903.0,670399,409590,13136540412.349204041183666,31384.89328493675980746931523022,862190905.794585069347792183523626428608,47271054.9928363125,371560.9624296052623825,129435235580344.8
2025-08-19 08:00:00,116251.12,862190901.6766596,129435235580344.53,412417.0,508055.0,19907678.125,2354879245406.25,49935656.50295718,3.27074018,898116.0,670399,409590,13136540412.349204041183666,31384.89328493675980746931523022,862190905.794585069347792183523626428608,47271054.9928363125,371560.9624296052623825,129435235580344.8
2025-08-19 08:29:38,116251.12,862190901.6766596,129435235580344.53,412417.0,508055.0,19908515.625,2294257340625.0,49935656.50295718,3.27074018,898116.0,670399,409590,13136540412.349204041183666,31384.89328493675980746931523022,862190905.794585069347792183523626428608,47271054.9928363125,371560.9624296052623825,129435235580344.8
2025-08-20 00:00:00,112816.34,907230724.8985746,129435235580344.52,424869.0,534876.0,19908515.625,2294257340625.0,51965866.520033605,3.4135649399999997,898116.0,726389,424546,13400272067.73735714414484524,26550.790610205317255539446963072,907230727.987018385430953466328069821456,50353444.5040767375,385112.16119056797593556,129435235580344.8
2025-08-20 13:15:00,112816.34,907230724.8985746,129435235580344.52,424869.0,534876.0,19908515.625,2294257340625.0,51965866.520033605,3.4135649399999997,1700839.5,726389,424546,13400272067.73735714414484524,26550.790610205317255539446963072,907230727.987018385430953466328069821456,50353444.5040767375,385112.16119056797593556,129435235580344.8
2025-08-20 23:44:02,112816.34,907230724.8985746,129435235580344.52,424869.0,534876.0,19909212.5,2280401199750.0,51965866.520033605,3.4135649399999997,1700839.5,726389,424546,13400272067.73735714414484524,26550.790610205317255539446963072,907230727.987018385430953466328069821456,50353444.5040767375,385112.16119056797593556,129435235580344.8
2025-08-21 00:00:00,114263.31,958704808.5807632,129435235580344.48,447767.0,536698.0,19909212.5,2280401199750.0,55379284.1129266,3.0897044099999995,1700839.5,702511,451619,14779243236.63153613069644372,26357.143742459301338392535060346,958704806.521798576900020327893386785696,52311619.50764686875,340550.12934694452209796,129435235580344.8
2025-08-21 18:30:00,114263.31,958704808.5807632,129435235580344.48,447767.0,536698.0,19909212.5,2280401199750.0,55379284.1129266,3.0897044099999995,793974.0,702511,451619,14779243236.63153613069644372,26357.143742459301338392535060346,958704806.521798576900020327893386785696,52311619.50764686875,340550.12934694452209796,129435235580344.8
2025-08-22 00:00:00,112432.68,939585701.641628,129460543109965.75,459717.0,559414.0,19909212.5,2280401199750.0,53263914.816695295,3.47826203,793974.0,767825,457298,18785617025.04038328012720888,31993.345843486811848368992280804,939651300.6862691629049032185599086939522869102,53290445.77225205625,426440.79464662747136718,129469581513402.23767123
2025-08-22 19:37:46,112432.68,939585701.641628,129460543109965.75,459717.0,559414.0,19910075.0,2328881472750.0,53263914.816695295,3.47826203,793974.0,767825,457298,18785617025.04038328012720888,31993.345843486811848368992280804,939651300.6862691629049032185599086939522869102,53290445.77225205625,426440.79464662747136718,129469581513402.23767123
2025-08-22 23:45:00,112432.68,939585701.641628,129460543109965.75,459717.0,559414.0,19910075.0,2328881472750.0,53263914.816695295,3.47826203,1966831.5,767825,457298,18785617025.04038328012720888,31993.345843486811848368992280804,939651300.6862691629049032185599086939522869102,53290445.77225205625,426440.79464662747136718,129469581513402.23767123
2025-08-23 00:00:00,116866.95,980001769.6141683,129699156960680.47,467080.0,487009.0,19910075.0,2328881472750.0,55282142.914973006,2.7308883699999993,1966831.5,662164,471882,8847618772.99653702503102754,17063.07783606984283563260965334,980001773.740490671844731705537023079464,54758211.24382115,299504.91737210938705656,129699156960680.9
2025-08-24 00:00:00,115372.47,1057370330.3731811,129699156960680.44,525890.0,443678.0,19910075.0,2328881472750.0,61885477.45943765,2.273317749999999,1966831.5,610390,521558,12980316529.7180490621889083,23781.348743684005699941738863952,1057370331.404761459749784032653730769866,58177012.7681305125,259477.51956313939706085,129699156960680.9
2025-08-24 05:00:00,115372.47,1057370330.3731811,129699156960680.44,525890.0,443678.0,19910075.0,2328881472750.0,61885477.45943765,2.273317749999999,784944.5,610390,521558,12980316529.7180490621889083,23781.348743684005699941738863952,1057370331.404761459749784032653730769866,58177012.7681305125,259477.51956313939706085,129699156960680.9
